siteid,sitename,operator,datasource,COMID,Class
11208818,KAWEAH R CONDUIT NO 2 A PP NR HAMMOND CA,USGS,NWIS,14922205,
11209500,NF KAWEAH R A KAWEAH CA,USGS,NWIS,14922171,3
11210000,SF KAWEAH R NR THREE RIVERS CA,USGS,NWIS,14922513,3
11210100,SF KAWEAH R A THREE RIVERS CA,USGS,NWIS,14922415,3
11210500,KAWEAH R NR THREE RIVERS CA,USGS,NWIS,14922805,3
11210930,FOOTHILL DITCH BL TERMINUS DAM CA,USGS,NWIS,17153620,
11211785,COTTONWOOD C AB COLLIER C NR ELDERWOOD CA,USGS,NWIS,17142690,6
11211790,COTTONWOOD C NR ELDERWOOD CA,USGS,NWIS,17142748,6
11212000,SAND C NR ORANGE COVE CA,USGS,NWIS,17142458,6
11212500,SF KINGS R NR CEDAR GROVE CA,USGS,NWIS,22059573,1
11213000,KINGS R NR HUME CA,USGS,NWIS,22058549,1
11213500,KINGS R AB NF NR TRIMMER CA,USGS,NWIS,22050535,1
11214200,FLEMING C NR BLACKCAP MOUNTAIN CA,USGS,NWIS,22048921,1
11214400,POST CORRAL C NR BLACKCAP MTN CA,USGS,NWIS,22048927,1
11214500,HELMS C AT SAND MEADOWS CA,USGS,NWIS,22049573,1
11215500,RANCHERIA C NR SMITH MDW CA,USGS,NWIS,22058083,1
11215800,TEAKETTLE C A SITE NO3 NR DINKEY CREEK CA,USGS,NWIS,22050323,
11215810,TEAKETTLE C TRIB NO7 NR DINKEY CREEK CA,USGS,NWIS,22050323,
11215820,TEAKETTLE C TRIB NO2 NR DINKEY CREEK CA,USGS,NWIS,22050327,
11215830,TEAKETTLE C TRIB N2A NR DINKEY CREEK CA,USGS,NWIS,22050327,
11215840,TEAKETTLE C TRIB NO1 NR DINKEY CREEK CA,USGS,NWIS,22050351,3
11216000,NF KINGS R BL RANCHERIA C CA,USGS,NWIS,22050435,1
11216500,NF KINGS R AB DINKEY C A BALCH CAMP CA,USGS,NWIS,22050465,1
11216800,ROCK C A DINKEY C CA,USGS,NWIS,22047771,3
11217000,DINKEY C A DINKEY MDW NR SHAVER LK CA,USGS,NWIS,22048113,1
11217500,DEER C BL EF NR SHAVER LK CA,USGS,NWIS,22047939,1
11218000,DINKEY C A MOUTH CA,USGS,NWIS,22050467,3
11219000,BIG C NR TOLLHOUSE CA,USGS,NWIS,22047867,3
11220000,BIG C AB PINE FLAT RES NR TRIMMER CA,USGS,NWIS,22050457,3
11220500,SYCAMORE C AB PINE FLAT RES NR TRIMMER CA,USGS,NWIS,22057147,6
11221500,KINGS R BL PINE FLAT DAM CA,USGS,NWIS,17149770,1
11222000,KINGS R A PIEDRA CA,USGS,NWIS,948030214,2
11224000,MF SAN JOAQUIN R NR MAMMOTH LAKES CA,USGS,NWIS,17112805,1
11224500,LOS GATOS C AB NUNEZ CYN NR COALINGA CA,USGS,NWIS,14883269,7
11225000,LOS GATOS C NR COALINGA CA,USGS,NWIS,14883275,7
11226000,NF SAN JOAQUIN R BL IRON C CA,USGS,NWIS,17112827,1
11226500,SAN JOAQUIN R A MILLER CROSSING CA,USGS,NWIS,17113015,1
11227000,WF GRANITE C NR TIMBER KNOB CA,USGS,NWIS,17112945,1
11227500,MF GRANITE C NR CATTLE MOUNTAIN CA,USGS,NWIS,17112945,1
11228000,EF GRANITE C NR CATTLE MOUNTAIN CA,USGS,NWIS,17112941,1
11228500,GRANITE C NR CATTLE MOUNTAIN CA,USGS,NWIS,17112989,1
11229500,WARD TUNNEL A INTAKE A FLORENCE LAKE CA,USGS,NWIS,17118537,
11230000,SF SAN JOAQUIN R NR FLORENCE LK CA,USGS,NWIS,948040332,1
11230070,SF SAN JOAQUIN R AB HOOPER C NR FLORENCE LAKE CA,USGS,NWIS,17119107,1
11230200,HOOPER C BL DIV DAM NR FLORENCE LAKE CA,USGS,NWIS,17118415,1
11230215,SF SAN JOAQUIN R BL HOOPER C NR FLORENCE LAKE CA,USGS,NWIS,948040328,1
11230500,BEAR C NR LAKE THOMAS A EDISON CA,USGS,NWIS,17118323,1
11230520,BEAR C CONDUIT NR LAKE THOMAS A EDISON CA,USGS,NWIS,17118327,
11230530,BEAR C BELOW DIV DAM NR LAKE THOMAS A EDISON CA,USGS,NWIS,17118355,1
11230560,CHINQUAPIN C BL DIV DAM NR BIG C CA,USGS,NWIS,17116157,
11230600,CAMP 62 C BL DIV DAM NR BIG C CA,USGS,NWIS,17116157,
11230650,BOLSILLO C AB DIV DAM NR BIG CREEK CA,USGS,NWIS,17116147,
11230670,BOLSILLO C BL DIV DAM NR BIG CREEK CA,USGS,NWIS,17116147,
11231500,MONO C BL LK THOMAS A EDISON CA,USGS,NWIS,17119099,1
11231550,MONO C CONDUIT NR MONO HOT SPRINGS CA,USGS,NWIS,17119099,1
11231551,MONO BEAR CONDUIT NR MONO HOT SPRINGS CA,USGS,NWIS,17116149,
11231600,MONO C BL DIV DAM NR MONO HOT SPRINGS CA,USGS,NWIS,17119099,1
11231700,WARM C BL DIV DAM NR LK THOMAS A EDISON CA,USGS,NWIS,17115015,1
11232000,SF SAN JOAQUIN R NR HOFFMAN MDW CA,USGS,NWIS,17114913,1
11232500,JACKASS C NR BASS LAKE CA,USGS,NWIS,17114849,3
11234500,CHIQUITO C NR BASS LAKE CA,USGS,NWIS,17114909,3
11234750,MAMMOTH POOL FISHWATER TURBINE NR BIG CREEK CA,USGS,NWIS,17115185,1
11234760,SAN JOAQUIN R AB SHAKEFLAT C NR BIG CREEK CA,USGS,NWIS,17115185,1
11235000,SAN JOAQUIN R AB BIG CREEK CA,USGS,NWIS,17115421,1
11235500,PORTAL POWERPLANT AT HUNTINGTON LAKE CA,USGS,NWIS,17116169,
11237000,BIG C BL HUNTINGTON LK CA,USGS,NWIS,948040323,1
11237500,PITMAN C BL TAMARACK C CA,USGS,NWIS,17116209,1
11237600,PITMAN C SHAFT BL TAMARACK C NR BIG CREEK CA,USGS,NWIS,17116235,
11237700,PITMAN C NR TAMARACK MOUNTAIN CA,USGS,NWIS,17116209,1
11238000,PITMAN C AT BIG CREEK CA,USGS,NWIS,17116209,1
11238100,BIG C PH NO 1 AT BIG CREEK CA,USGS,NWIS,17115511,
11238270,MF BALSAM C BL BALSAM MDW FOREBAY NR BIG CREEK CA,USGS,NWIS,17116227,
11238380,BIG C PH NO 2 NR BIG CREEK CA,USGS,NWIS,17116205,1
11238400,BIG C PH NO 2A NR BIG CREEK CA,USGS,NWIS,17115579,
11238500,BIG C NR MOUTH NR BIG CREEK CA,USGS,NWIS,17116205,1
11238550,BIG C PH NO 8 NR BIG CREEK CA,USGS,NWIS,17116559,1
11238600,SAN JOAQUIN R AB STEVENSON C NR BIG CREEK CA,USGS,NWIS,17116559,1
11239000,HUNTINGTON-SHAVER CONDUIT OTLT NR SHAVER LK CA,USGS,NWIS,17116237,
11239300,NF STEVENSON C A PERIMETER RD NR BIG C CA,USGS,NWIS,17116249,3
11241500,STEVENSON C A SHAVER LK CA,USGS,NWIS,17115711,3
11241800,BIG C PH NO 3 NR SHAVER LK CA,USGS,NWIS,17116571,3
11244000,NF WILLOW C NR BASS LAKE CA,USGS,NWIS,17115319,
11244100,SAN JOAQUIN PH NO3 NR NORTH FORK CA,USGS,NWIS,17116161,
11245000,SF WILLOW C NR NORTH FORK CA,USGS,NWIS,17115453,3
11245500,WHISKEY C NR NORTH FORK CA,USGS,NWIS,17115563,3
11246000,CASCADEL C NR NORTH FORK CA,USGS,NWIS,17115443,
11246530,BIG C PH NO 4 NR AUBERRY CA,USGS,NWIS,17116245,
11246950,KERCKHOFF PH NR AUBERRY CA,USGS,NWIS,17116271,
11247000,SAN JOAQUIN R BL KERCKHOFF PH NR PRATHER CA,USGS,NWIS,17115887,1
11247200,BIG SANDY C TRIB NR TOLLHOUSE CA,USGS,NWIS,17116603,
11247500,BIG SANDY C NR AUBERRY CA,USGS,NWIS,17115919,8
11248000,FINE GOLD C NR FRIANT CA,USGS,NWIS,17115907,8
11249500,MADERA CN A FRIANT CA,USGS,NWIS,19778329,
11250000,FRIANT-KERN CN A FRIANT CA,USGS,NWIS,19792057,2
11250110,SAN JOAQUIN R RELEASE A FRIANT DAM CA,USGS,NWIS,19792057,2
11251000,SAN JOAQUIN R BL FRIANT CA,USGS,NWIS,19791955,2
11251500,LITTLE DRY C NR FRIANT CA,USGS,NWIS,19791925,8
11252500,SAN JOAQUIN R A HERNDON CA,USGS,NWIS,19791999,2
11252975,SAN JOAQUIN R A SKAGGS BR NR RIPPERDAN CA,USGS,NWIS,19784325,2
11253130,SAN JOAQUIN R A N SAN MATEO RD NR MENDOTA CA,USGS,NWIS,19784539,2
11253310,CANTUA C NR CANTUA CREEK CA,USGS,NWIS,14882615,7
11254000,SAN JOAQUIN R NR MENDOTA CA,USGS,NWIS,19784319,2
11255500,PANOCHE C BL SILVER C NR PANOCHE CA,USGS,NWIS,19780249,7
11255550,LITTLE PANOCHE C TRIB NO 1 NR PANOCHE CA,USGS,NWIS,19780101,8
11255575,PANOCHE C A I-5 NR SILVER CREEK CA,USGS,NWIS,19784451,7
11257100,MIAMI C NR OAKHURST CA,USGS,NWIS,17099787,
11257500,FRESNO R NR KNOWLES CA,USGS,NWIS,17100137,8
11257700,PICAYUNE C NR COARSEGOLD CA,USGS,NWIS,17100159,8
11258800,EF CHOWCHILLA R NR AHWAHNEE CA,USGS,NWIS,17099913,6
11258900,WF CHOWCHILLA R NR MARIPOSA CA,USGS,NWIS,17099715,8
11258920,MF CHOWCHILLA R NR NIPINNAWASEE CA,USGS,NWIS,17099783,8
11258960,CHOWCHILLA R AB WILLOW C NR RAYMOND CA,USGS,NWIS,17100053,8
11258980,CHOWCHILLA R NR RAYMOND CA,USGS,NWIS,17100087,8
11259300,CHOWCHILLA R BL RAYNOR C NR RAYMOND CA,USGS,NWIS,17094643,8
11260000,SAN JOAQUIN R NR EL NIDO CA,USGS,NWIS,19777431,2
11260001,SAN JOAQUIN R + CHAMBERLAIN SL NR EL NIDO CA,USGS,NWIS,19777431,2
11260200,BEAR C NR CATHEYS VALLEY CA,USGS,NWIS,17098955,8
11260225,BURNS C A HORNITOS CA,USGS,NWIS,17098957,8
11260480,MARIPOSA C NR CATHEYS VALLEY CA,USGS,NWIS,17098987,8
11261000,SALT SLOUGH NR LOS BANOS CA,USGS,NWIS,948040356,8
11261100,SALT SLOUGH A HWY 165 NR STEVINSON CA,USGS,NWIS,19777307,8
11261500,SAN JOAQUIN R A FREMONT FORD BRIDGE CA,USGS,NWIS,19771455,5
11262800,LOS BANOS C NR LOS BANOS CA,USGS,NWIS,19772875,8
11262890,SAN LUIS DR SITE A NR S DOS PALOS CA,USGS,NWIS,19779135,
11262895,SAN LUIS DR SITE B NR STEVINSON CA,USGS,NWIS,19777385,
11262900,MUD SLOUGH NR GUSTINE CA,USGS,NWIS,19771685,8
11263000,SAN LUIS C NR LOS BANOS CA,USGS,NWIS,948040120,8
11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,USGS,NWIS,21609533,1
11265000,TENAYA C NR YOSEMITE VILLAGE CA,USGS,NWIS,21609435,1
11265500,MERCED R A YOSEMITE CA,USGS,NWIS,21609431,1
11266000,YOSEMITE C A YOSEMITE CA,USGS,NWIS,21609419,1
11266500,MERCED R A POHONO BRIDGE NR YOSEMITE CA,USGS,NWIS,21609641,1
11267300,SF MERCED R A WAWONA CA,USGS,NWIS,21610419,1
11268000,SF MERCED R NR EL PORTAL CA,USGS,NWIS,21610027,3
11268001,RESULTANT OF COMBINING 11-2665 + 11-2680 CA,USGS,NWIS,21610027,3
11268200,MERCED R NR BRICEBURG CA,USGS,NWIS,21610715,3
11268500,MERCED R A BAGBY CA,USGS,NWIS,21608675,2
11269300,MAXWELL C A COULTERVILLE CA,USGS,NWIS,21606909,6
11270000,MERCED R A EXCHEQUER CA,USGS,NWIS,21607271,2
11270800,NORTHSIDE CN A MERCED FALLS CA,USGS,NWIS,2824416,
11271500,MERCED R NR LIVINGSTON CA,USGS,NWIS,2833552,2
11273000,MERCED R SLOUGH NR NEWMAN CA,USGS,NWIS,2833552,2
11273400,SAN JOAQUIN R AB MERCED R NR NEWMAN CA,USGS,NWIS,2829236,5
11274000,SAN JOAQUIN R NR NEWMAN CA,USGS,NWIS,2829226,5
11274500,ORESTIMBA C NR NEWMAN CA,USGS,NWIS,2828012,6
11274550,SAN JOAQUIN R NR CROWS LANDING CA,USGS,NWIS,2828044,
11274554,SPANISH GRANT COMBINED DRAIN NR PATTERSON CA,USGS,NWIS,2827120,8
11274560,HARDING DRAIN A CARPENTER RD NR PATTERSON CA,USGS,NWIS,2827002,
11274600,DEL PUERTO C TRIB 1 NR PATTERSON CA,USGS,NWIS,16594851,7
11274610,DEL PUERTO C TRIB 2 NR PATTERSON CA,USGS,NWIS,16594795,6
11274630,DEL PUERTO C NR PATTERSON CA,USGS,NWIS,2827982,6
11274710,MACLURE C BL MACLURE GLCR NR TUOLUMNE MDWS CA,USGS,NWIS,17082361,
11274790,TUOLUMNE R A GRAND CYN OF TUOLUMNE AB HETCH HETCHY,USGS,NWIS,17081597,1
11274800,TUOLUMNE R AT HETCH HETCHY NR SEQUOIA CA,USGS,NWIS,17082215,1
11276500,TUOLUMNE R NR HETCH HETCHY CA,USGS,NWIS,17081559,1
11276600,TUOLUMNE R AB EARLY INTAKE NR MATHER CA,USGS,NWIS,17082145,1
11276900,TUOLUMNE R BL EARLY INTAKE NR MATHER CA,USGS,NWIS,17082145,1
11277000,CHERRY C NR HETCH HETCHY CA,USGS,NWIS,17082171,1
11277300,CHERRY C BL VALLEY DAM NR HETCH HETCHY CA,USGS,NWIS,17081431,1
11278000,ELEANOR C NR HETCH HETCHY CA,USGS,NWIS,17081409,3
11278200,CHERRY C CN NR EARLY INTAKE CA,USGS,NWIS,17081711,
11278300,CHERRY C NR EARLY INTAKE CA,USGS,NWIS,17082139,3
11278400,CHERRY C BL DION R HOLM PH NR MATHER CA,USGS,NWIS,17081685,3
11278500,JAWBONE C NR TUOLUMNE CA,USGS,NWIS,17081693,3
11279500,SF TUOLUMNE R AT ITALIAN F NR SEQUOIA CA,USGS,NWIS,17081887,3
11280000,SF TUOLUMNE R NR SEQUOIA CA,USGS,NWIS,17081891,3
11281500,M TUOLUMNE R NR MATHER CA,USGS,NWIS,17081795,3
11282500,SF TUOLUMNE R NR BUCK MEADOWS CA,USGS,NWIS,17078463,3
11283000,TUOLUMNE R NR BUCK MEADOWS CA,USGS,NWIS,17078431,2
11283100,LILY C NR PINECREST CA,USGS,NWIS,17076303,1
11283200,BELL C NR PINECREST CA,USGS,NWIS,17076215,1
11283250,CLAVEY R NR LONG BARN CA,USGS,NWIS,17074613,3
11283350,REED C NR LONG BARN CA,USGS,NWIS,17074999,3
11284400,BIG C AB WHITES GULCH NR GROVELAND CA,USGS,NWIS,17078425,8
11284500,BIG C NR GROVELAND CA,USGS,NWIS,17078365,8
11284700,NF TUOLUMNE R NR LONG BARN CA,USGS,NWIS,17074571,3
11285000,NF TUOLUMNE R AB DYER C NR TUOLUMNE CA,USGS,NWIS,17077893,3
11285500,TUOLUMNE R A WARDS FERRY BR NR GROVELAND CA,USGS,NWIS,17078299,2
11286500,WOODS C NR JACKSONVILLE CA,USGS,NWIS,17080219,8
11288000,TUOLUMNE R AB LA GRANGE DAM NR LA GRANGE CA,USGS,NWIS,17080367,2
11289000,MODESTO CN NR LA GRANGE CA,USGS,NWIS,2823718,2
11289500,TURLOCK CN NR LA GRANGE CA,USGS,NWIS,2823784,
11289650,TUOLUMNE R BL LAGRANGE DAM NR LAGRANGE CA,USGS,NWIS,2823750,2
11289660,TUOLUMNE R A LA GRANGE BRIDGE AT LA GRANGE CA,USGS,NWIS,2823750,2
11290000,TUOLUMNE R A MODESTO CA,USGS,NWIS,2823972,2
11291500,SUMMIT C NR BAKER STATION CA,USGS,NWIS,346981,1
11292500,CLARK FORK STANISLAUS R NR DARDANELLE CA,USGS,NWIS,347487,1
11292610,DONNELL PH NR STRAWBERRY CA,USGS,NWIS,344901,
11292615,MF STANISLAUS R LOW FLOW REL BL DONNELL LAKE,USGS,NWIS,346691,1
11292680,CASCADE C NR PINECREST CA,USGS,NWIS,346973,3
11292700,MF STANISLAUS R A HELLS HALF ACRE BRIDGE CA,USGS,NWIS,344873,1
11292900,MF STANISLAUS R BL BEARDSLEY DAM CA,USGS,NWIS,343203,3
11292901,MF STANISLAUS R BL BEARDSLEY DAM TOTAL FLOW CA,USGS,NWIS,343205,
11293000,MF STANISLAUS R A SBF NR AVERY CA,USGS,NWIS,343235,3
11293372,NF STANISLAUS R BL UTICA RES NR BEAR VALLEY CA,USGS,NWIS,342447,1
11293462,SILVER C BL LK ALPINE NR BEAR VALLEY CA,USGS,NWIS,342417,1
11293500,NF STANISLAUS R BL SILVER C CA,USGS,NWIS,342483,1
11293650,NF STANISLAUS R A CAMP WOLFEBORO NR BIG MEADOWS CA,USGS,NWIS,342527,3
11293700,HOBART C AT NF DIV TUNNL OUTLT NR SPICER MDWS CA,USGS,NWIS,346319,
11293760,NEW SPICER MDW DAM PP A NSMD NR B MDW CA,USGS,NWIS,347483,1
11294000,HIGHLAND C BL SPICER MEADOWS RES CA,USGS,NWIS,347483,1
11294300,NF STANISLAUS R BL GAN DAMS NR BIG MDW CA,USGS,NWIS,342555,3
11294400,NF STANISLAUS R A SOURGRASS CG NR DORINGTON CA,USGS,NWIS,342759,3
11295100,NF STANISLAUS R BL UTICA CN NR AVERY CA,USGS,NWIS,343159,3
11295210,BEAVER C DIV TO MCKAYS POINT RES NR ARNOLD CA,USGS,NWIS,343061,3
11295230,BEAVER CR BL DIV DAM NR ARNOLD CA,USGS,NWIS,343061,3
11295240,UTICA CA A PRESSURE TAP NR HATHAWAY PINES CA,USGS,NWIS,343271,
11295270,NF STANISLAUS R BL MCKAYS POINT DAM NR AVERY CA,USGS,NWIS,343159,3
11295300,NF STANISLAUS R BL BEAVER C NR HATHAWAY PINES CA,USGS,NWIS,343239,3
11295340,MILL C BL HUNTER RES A HATHAWAY PINES CA,USGS,NWIS,343221,3
11295400,STANISLAUS R NR HATHAWAY PINES CA,USGS,NWIS,343589,3
11295401,STANISLAUS R NR HATHAWAY PINES CA (TOTAL FLOW),USGS,NWIS,343589,3
11295500,STANISLAUS TU A OUTLET CA,USGS,NWIS,343587,
11295910,SF STANISLAUS R BL PINECREST LK A PINECREST CA,USGS,NWIS,347255,1
11297500,TUOLUMNE CN NR LONG BARN CA,USGS,NWIS,343847,3
11298000,SF STANISLAUS R NR LONG BARN CA,USGS,NWIS,343907,3
11298650,ANGELS C BL MURPHYS AFTERBAY NR MURPHYS CA,USGS,NWIS,343523,7
11298700,ANGELS C BL UTICA D DIV DAM NR MURPHYS CA,USGS,NWIS,343715,8
11299200,NEW MELONES PP BL NEW MELONES DAM NR SONORA CA,USGS,NWIS,348435,2
11299500,STANISLAUS R BL MELONES PH NR SONORA CA,USGS,NWIS,348435,2
11299600,BLACK C NR COPPEROPOLIS CA,USGS,NWIS,348419,8
11299996,TULLOCH PH NR KNIGHTS FERRY CA,USGS,NWIS,349891,2
11300000,STANISLAUS R NR KNIGHTS FERRY CA,USGS,NWIS,349891,2
11300700,S SAN JOAQUIN MAIN CN BL WOODWARD RES CA,USGS,NWIS,2826152,8
11300800,N MAIN CN BL DIV PT NR KNIGHTS FERRY CA,USGS,NWIS,2823132,
11301000,OAKDALE CN NR KNIGHTS FERRY CA,USGS,NWIS,348541,
11302500,STANISLAUS R A OAKDALE CA,USGS,NWIS,2826184,2
11303000,STANISLAUS R A RIPON CA,USGS,NWIS,2819818,2
11303500,SAN JOAQUIN R NR VERNALIS CA,USGS,NWIS,1897416,5
11304000,CORRAL HOLLOW C NR TRACY CA,USGS,NWIS,1897194,6
11304810,SAN JOAQUIN R BL GARWOOD BRIDGE A STOCKTON CA,USGS,NWIS,1897336,5
11305000,SAN DOMINGO C NR SAN ANDREAS CA,USGS,NWIS,17067338,7
11305500,SAN ANTONIO C NR SAN ANDREAS CA,USGS,NWIS,17067208,7
11306000,SF CALAVERAS R NR SAN ANDREAS CA,USGS,NWIS,17067108,8
11306500,CALAVERITAS C NR SAN ANDREAS CA,USGS,NWIS,17067014,8
11307000,ESPERANZA C NR MOKELUMNE HILL CA,USGS,NWIS,17066152,6
11307500,JESUS MARIA C NR MOKELUMNE HILL CA,USGS,NWIS,17066270,7
11308000,NF CALAVERAS R NR SAN ANDREAS CA,USGS,NWIS,17066690,6
11309000,COSGROVE C NR VALLEY SPRINGS CA,USGS,NWIS,2976116,8
11309500,CALAVERAS R A JENNY LIND CA,USGS,NWIS,2976420,8
11311000,STOCKTON DIVERT CN A STOCKTON CA,USGS,NWIS,2979206,
11311300,TURNER CUT NR HOLT CA,USGS,NWIS,1897614,8
11311500,BEAR C NR CLEMENTS CA,USGS,NWIS,3952479,8
11312000,BEAR C NR LOCKEFORD CA,USGS,NWIS,3953369,8
11312500,BEAR C AT HARMONY SCHOOL NR LOCKEFORD CA,USGS,NWIS,3952873,8
11312672,VICTORIA CANAL NR BYRON CA,USGS,NWIS,1897540,8
11312676,MIDDLE R AT MIDDLE RIVER CA,USGS,NWIS,1897278,8
11312685,MIDDLE R NR HOLT CA,USGS,NWIS,1889722,
11312968,OLD R NR DELTA MENDOTA CANAL CA,USGS,NWIS,1897374,8
11313000,DELTA-MENDOTA CN A TRACY PP NR TRACY CA,USGS,NWIS,1897068,
11313240,GRANT LINE CN NR TRACY CA,USGS,NWIS,1894376,
11313315,OLD RIVER NEAR BYRON CA,USGS,NWIS,1897340,8
11313405,OLD R A BACON ISLAND CA,USGS,NWIS,1909424,8
11313431,HOLLAND CUT NR BETHEL ISLAND CA,USGS,NWIS,1889680,8
11313433,DUTCH SLOUGH BL JERSEY ISLAND RD A JERSEY ISLAND,USGS,NWIS,1889676,8
11313434,OLD R A QUIMBY ISLAND NR BETHEL ISLAND CA,USGS,NWIS,1889742,8
11313440,FALSE R NR OAKLEY CA,USGS,NWIS,1909508,8
11313452,OLD R A FRANKS TRACT NR TERMINOUS CA,USGS,NWIS,1889648,8
11313460,SAN JOAQUIN R A PRISONERS PT NR TERMINOUS CA,USGS,NWIS,1889664,5
11313472,UP BLUE LK OUTLET NR MARKLEEVILLE CA,USGS,NWIS,17053870,1
11313477,LO BLUE LK OUTLET NR MARKLEEVILLE CA,USGS,NWIS,17053886,1
11313482,MEADOW C BL TWIN LK NR MARKLEEVILLE CA,USGS,NWIS,17053884,
11313485,MEADOW LK OUTLET NR MARKLEEVILLE CA,USGS,NWIS,17053914,1
11313510,SALT SPRINGS PH NR WEST POINT CA,USGS,NWIS,17055528,
11314000,TIGER C PH COND BL SALT SPRINGS DAM CA,USGS,NWIS,17055528,
11315000,COLE C NR SALT SPRINGS DAM CA,USGS,NWIS,17053540,3
11315030,COLE C BL DIV DAM NR SALT SPRINGS DAM CA,USGS,NWIS,17053540,3
11315500,BEAR R A PARDOE CAMP CA,USGS,NWIS,17053578,3
11315900,BEAR R BL LO BEAR R DAM CA,USGS,NWIS,17053182,3
11316000,BEAR R NR SALT SPRINGS DAM CA,USGS,NWIS,17055540,3
11316100,BEAR R BL BEAR R DIV DAM CA,USGS,NWIS,17055540,3
11316500,NF MOKELUMNE R NR WEST POINT CA,USGS,NWIS,17055806,3
11316605,TIGER C BL REGULATOR RES NR PIONEER CA,USGS,NWIS,17055724,3
11316610,TIGER C PH NR WEST POINT CA,USGS,NWIS,17058246,3
11316800,FOREST C NR WILSEYVILLE CA,USGS,NWIS,17056582,3
11317000,MF MOKELUMNE R A WEST POINT CA,USGS,NWIS,17056670,3
11317500,SF MOKELUMNE R NR RAILROAD FLAT CA,USGS,NWIS,17057430,3
11318000,LICKING FORK MOKELUMNE R NR RAILROAD FLAT CA,USGS,NWIS,17057240,3
11318500,SF MOKELUMNE R NR WEST POINT CA,USGS,NWIS,17056948,3
11321000,MOKELUMNE R A LANCHA PLANA CA,USGS,NWIS,3955377,3
11321500,CAMANCHE C NR CAMANCHE CA,USGS,NWIS,3955451,8
11322000,RABBIT C NR CAMANCHE CA,USGS,NWIS,3955329,8
11323500,MOKELUMNE R BL CAMANCHE DAM CA,USGS,NWIS,3953347,3
11325000,WOODBRIDGE CN A WOODBRIDGE CA,USGS,NWIS,3953371,
11326300,DRY C AB SUTTER C NR ION,USGS,NWIS,17056468,8
11326500,SUTTER C NR VOLCANO CA,USGS,NWIS,17055950,
11327000,SUTTER C NR SUTTER CREEK CA,USGS,NWIS,17056674,8
11327500,SUTTER C AT SUTTER CREEK CA,USGS,NWIS,17056674,8
11328000,DRY C NR IONE CA,USGS,NWIS,3952049,3
11329000,GOOSE C NR ELLIOTT CA,USGS,NWIS,3952217,8
11329500,DRY C NR GALT CA,USGS,NWIS,3953331,3
11330000,NF COSUMNES R A COSUMNES MINE CA,USGS,NWIS,20194984,3
11331000,CAMP C NR SLY PARK CA,USGS,NWIS,20194900,3
11331500,CAMP C NR CAMINO CA,USGS,NWIS,20194888,3
11332500,SLY PARK C NR POLLOCK PINES CA,USGS,NWIS,20194854,3
11333000,CAMP C NR SOMERSET CA,USGS,NWIS,20196266,3
11334300,SF COSUMNES R NR RIVER PINES CA,USGS,NWIS,20196320,8
11334500,COSUMNES R NR PLYMOUTH CA,USGS,NWIS,20195858,8
11335000,COSUMNES R A MICHIGAN BAR CA,USGS,NWIS,20192498,8
11335655,DEER C NR CAMERON PARK CA,USGS,NWIS,20195338,8
11335700,DEER C NR SLOUGHHOUSE CA,USGS,NWIS,20192438,8
11336500,HADSELVILLE C A CLAY CA,USGS,NWIS,3951815,8
11336580,MORRISON C NR SACRAMENTO CA,USGS,NWIS,15040355,4
11336585,LAGUNA C NR ELK GROVE CA,USGS,NWIS,15040999,4
11336600,DELTA CROSS CHANNEL NR WALNUT GROVE,USGS,NWIS,15059805,8
11336680,S MOKELUMNE R A NEW HOPE BR NR WALNUT GROVE CA,USGS,NWIS,1889600,8
11336685,N MOKELUMNE NR WALNUT GROVE CA,USGS,NWIS,1889612,8
11336790,LITTLE POTATO SLOUGH A TERMINOUS CA,USGS,NWIS,1889852,
11336930,MOKELUMNE R A ANDRUS ISLAND NR TERMINOUS CA,USGS,NWIS,1909504,8
11337000,CONTRA COSTA CN NR OAKLEY CA,USGS,NWIS,1896864,
11337080,THREEMILE SLOUGH NR RIO VISTA CA,USGS,NWIS,15048263,8
11337190,SAN JOAQUIN R A JERSEY POINT CA,USGS,NWIS,1889650,5
11337500,MARSH C NR BYRON CA,USGS,NWIS,1893770,6
11341400,SACRAMENTO R NR MT SHASTA CA,USGS,NWIS,7964867,3
11341500,SACRAMENTO R A CASTELLA CA,USGS,NWIS,7965005,3
11342000,SACRAMENTO R A DELTA CA,USGS,NWIS,7966063,3
11342500,SACRAMENTO R A ANTLER CA,USGS,NWIS,7966139,3
11343000,PARKER C NR ALTURAS CA,USGS,NWIS,7923989,9
11343500,NF PIT R NR ALTURAS CA,USGS,NWIS,948020259,
11344000,NF PIT R A ALTURAS CA,USGS,NWIS,7927411,9
11344500,SF PIT R A JESS VALLEY CA,USGS,NWIS,7929505,9
11345500,SF PIT R NR LIKELY CA,USGS,NWIS,7932193,9
11346000,CROOKS CANYON C NR LIKELY CA,USGS,NWIS,7929249,9
11346500,FITZHUGH C NR ALTURAS CA,USGS,NWIS,948020887,
11347500,PINE C NR ALTURAS CA,USGS,NWIS,7927911,9
11348000,PIT R A ALTURAS CA,USGS,NWIS,7927451,9
11348200,PIT R NR ALTURAS CA,USGS,NWIS,7927371,9
11348500,PIT R NR CANBY CA,USGS,NWIS,7932045,9
11349000,PIT R NR LOOKOUT CA,USGS,NWIS,7926453,9
11349500,ASH C A ASH VALLEY CA,USGS,NWIS,7930407,9
